datetime,temp,humidity,precip,windspeed,cloudcover
2023-05-01T00:00:00,3,80.98,0,16.5,7.5
2023-05-01T01:00:00,3,86.82,0,16.5,7.7
2023-05-01T02:00:00,3,86.84,0,12.9,2.5
2023-05-01T03:00:00,2,93.06,0,7.7,0
2023-05-01T04:00:00,2,93.1,0,7.7,0
2023-05-01T05:00:00,2,86.79,0,9.3,0
2023-05-01T06:00:00,1,93.1,0,3.7,7.4
2023-05-01T07:00:00,2,93.09,0,11.1,20.9
2023-05-01T08:00:00,4,86.81,0,13,17.6
2023-05-01T09:00:00,6,75.63,0,13,5.2
2023-05-01T10:00:00,7,70.57,0,11.3,0
2023-05-01T11:00:00,9,61.64,0,14.8,28.5
2023-05-01T12:00:00,10,43.34,0,14.8,29.3
2023-05-01T13:00:00,11,35.13,0,33,67.8
2023-05-01T14:00:00,11,32.51,0,29.2,49.8
2023-05-01T15:00:00,10,40.2,0,16.5,63.9
2023-05-01T16:00:00,11,35.09,0,22.1,85.2
2023-05-01T17:00:00,11,37.75,0,14.8,84.8
2023-05-01T18:00:00,10,40.37,0,4.1,29.8
2023-05-01T19:00:00,7,70.36,0,13.1,29.8
2023-05-01T20:00:00,7,65.77,0.003,16.5,99.9
2023-05-01T21:00:00,6,81.14,0.195,12.9,99.9
2023-05-01T22:00:00,5,86.99,0.003,12.9,99.9
2023-05-01T23:00:00,5,87.07,0.031,14.7,99.9
2023-05-02T00:00:00,4,93.21,1.937,16.4,99.9
2023-05-02T01:00:00,5,87.03,0.013,12.9,99.9
2023-05-02T02:00:00,5,86.93,0.031,16.5,99.6
2023-05-02T03:00:00,5,93.06,0.773,18.3,90
2023-05-02T04:00:00,5,86.77,0,16.5,29.6
2023-05-02T05:00:00,5,86.68,0,18.2,90
2023-05-02T06:00:00,6,75.57,0,16.5,69.3
2023-05-02T07:00:00,6.1,80.89,0,16.5,69.3
2023-05-02T08:00:00,8,70.68,0,23.9,61.8
2023-05-02T09:00:00,9,66.09,0,27.4,7.7
2023-05-02T10:00:00,10,61.83,0,27.4,38.5
2023-05-02T11:00:00,12,54.29,0,25.8,56.9
2023-05-02T12:00:00,12.9,51.11,0,33.2,53.6
2023-05-02T13:00:00,12,54.5,0.017,38.3,50.4
2023-05-02T14:00:00,9,81.52,0.776,24.2,99.6
2023-05-02T15:00:00,8,87.17,0.012,22.5,99.9
2023-05-02T16:00:00,5,93.2,0.061,35,99.9
2023-05-02T17:00:00,5,86.99,1.932,33.3,99.9
2023-05-02T18:00:00,5,81.05,0,35,99.9
2023-05-02T19:00:00,4.9,80.83,0.125,39.7,98.9
2023-05-02T20:00:00,4,80.79,0,38.7,89.1
2023-05-02T21:00:00,4,80.77,0,36.7,88.5
2023-05-02T22:00:00,4,80.84,0,31.5,88.3
2023-05-02T23:00:00,4,80.85,0,29.3,88.6
2023-05-03T00:00:00,4,80.84,0,25.8,28.5
2023-05-03T01:00:00,4,80.83,0,24,0
2023-05-03T02:00:00,4,80.91,0,22.2,0
2023-05-03T03:00:00,4,80.97,0,22.2,0
2023-05-03T04:00:00,3,86.68,0,18.3,0
2023-05-03T05:00:00,3,86.77,0,16.5,2.5
2023-05-03T06:00:00,3,86.71,0,16.5,14.8
2023-05-03T07:00:00,4,80.87,0,14.6,28.9
2023-05-03T08:00:00,6,61.2,0,18.1,20.1
2023-05-03T09:00:00,7,57.1,0,18.2,7.7
2023-05-03T10:00:00,8,49.66,0,20.3,0
2023-05-03T11:00:00,10,46.68,0,18.2,28.8
2023-05-03T12:00:00,10,43.45,0,18.2,29.1
2023-05-03T13:00:00,10,40.44,0,18.2,29.5
2023-05-03T14:00:00,10,37.56,0,20.4,29.6
2023-05-03T15:00:00,10.9,38.01,0,23.9,77.8
2023-05-03T16:00:00,11.9,35.59,0,24,87.5
2023-05-03T17:00:00,9,57.72,0.005,20.4,83.7
2023-05-03T18:00:00,9,57.69,0.002,18.3,48
2023-05-03T19:00:00,8,57.44,0,16.6,46.9
2023-05-03T20:00:00,9,50.18,0.005,18.3,26
2023-05-03T21:00:00,7,61.44,0.002,20.4,18.4
2023-05-03T22:00:00,5,80.93,0,18.4,0
2023-05-03T23:00:00,5,81.02,0,20.5,0
2023-05-04T00:00:00,4,86.75,0.001,22.2,9.9
2023-05-04T01:00:00,4,80.79,0,24,14.8
2023-05-04T02:00:00,4,70.12,0,23.9,49.6
2023-05-04T03:00:00,4,70.2,0,20.4,88.4
2023-05-04T04:00:00,2,86.56,0.002,16.7,89.2
2023-05-04T05:00:00,1,80.47,0,11.2,89.5
2023-05-04T06:00:00,2,69.52,0.001,14.9,89.6
2023-05-04T07:00:00,2,55.82,0.002,18.2,52.1
2023-05-04T08:00:00,2,55.69,0,16.5,9.2
2023-05-04T09:00:00,2.1,51.42,0,16.5,7.4
2023-05-04T10:00:00,3,47.89,0,14.7,77.6
2023-05-04T11:00:00,4,48.13,0,18.4,28.9
2023-05-04T12:00:00,4,51.84,0,18.3,29.5
2023-05-04T13:00:00,4.1,41.32,0,20.4,29.6
2023-05-04T14:00:00,5,38.64,0,20.4,28.9
2023-05-04T15:00:00,5,41.73,0,25.8,70.9
2023-05-04T16:00:00,5,55.98,0,29.2,29.5
2023-05-04T17:00:00,5,45.11,0,25.8,29.2
2023-05-04T18:00:00,5,52.06,0,29.2,29.6
2023-05-04T19:00:00,5,52.13,0,25.8,28.6
2023-05-04T20:00:00,5,41.85,0,25.8,0
2023-05-04T21:00:00,4,60.27,0,22.1,0
2023-05-04T22:00:00,3,69.45,0,13,0
2023-05-04T23:00:00,4,64.95,0,11.3,0
2023-05-05T00:00:00,2,74.7,0,9.5,0
2023-05-05T01:00:00,1,80.25,0,0.2,0
2023-05-05T02:00:00,0,86.12,0,2.2,28.5
2023-05-05T03:00:00,2,69.71,0,5.7,88.2
2023-05-05T04:00:00,2,69.71,0,7.8,28.5
2023-05-05T05:00:00,2,60.16,0,9.5,29.3
2023-05-05T06:00:00,1,59.86,0,14.8,50.3
2023-05-05T07:00:00,1,59.86,0,13.1,60
2023-05-05T08:00:00,2,55.74,0,16.5,28.9
2023-05-05T09:00:00,2,59.81,0,16.7,49.9
2023-05-05T10:00:00,2,59.6,0,15,50.6
2023-05-05T11:00:00,2,59.48,0,16.6,50.6
2023-05-05T12:00:00,2,55.19,0,14.9,50.6
2023-05-05T13:00:00,3,47.68,0,14.9,29.8
2023-05-05T14:00:00,3,44.21,0,13,89.6
2023-05-05T15:00:00,3,47.66,0,14.8,89.6
2023-05-05T16:00:00,3.1,47.62,0,13,89.6
2023-05-05T17:00:00,4,44.54,0,18.1,50.6
