datetime,temp,humidity,precip,windspeed,cloudcover
2023-09-01T00:00:00,15,99.93,0,5.4,50.4
2023-09-01T01:00:00,14.1,99.97,0,5.4,29.8
2023-09-01T02:00:00,14.1,99.96,0,3.6,97.6
2023-09-01T03:00:00,14,99.98,0,3.6,89.5
2023-09-01T04:00:00,14.1,99.98,0,5.4,29.4
2023-09-01T05:00:00,14,99.97,0,3.5,1.7
2023-09-01T06:00:00,14,100,0.019,5.4,89.6
2023-09-01T07:00:00,14.1,93.86,0.023,7.5,89.7
2023-09-01T08:00:00,15,99.95,0.777,9.3,99.9
2023-09-01T09:00:00,16,99.93,0.017,7.6,89.6
2023-09-01T10:00:00,16,99.8,0,18.2,89.5
2023-09-01T11:00:00,17,87.97,0.499,16.4,88.9
2023-09-01T12:00:00,17.1,82.31,0.002,23.8,49.5
2023-09-01T13:00:00,19,72.75,0,25.5,49.6
2023-09-01T14:00:00,20,60.15,0,23.9,49.6
2023-09-01T15:00:00,20,64.02,0,22.1,49.9
2023-09-01T16:00:00,19,59.83,0,22.1,49.6
2023-09-01T17:00:00,19,59.73,0,20.3,29.2
2023-09-01T18:00:00,19,59.8,0,20.3,28.9
2023-09-01T19:00:00,18,55.89,0,16.3,14.7
2023-09-01T20:00:00,17,63.73,0,7.5,38.5
2023-09-01T21:00:00,15,77.27,0,5.4,0
2023-09-01T22:00:00,13,87.6,0,7.5,2.3
2023-09-01T23:00:00,12.1,93.38,0,9.3,29.6
2023-09-02T00:00:00,12.1,93.34,0,9.3,14.4
2023-09-02T01:00:00,12,93.37,0,12.8,9.2
2023-09-02T02:00:00,10.1,93.23,0,11.1,9.9
2023-09-02T03:00:00,10.1,99.61,0,14.6,22.2
2023-09-02T04:00:00,10.1,93.31,0,12.9,76.8
2023-09-02T05:00:00,10.1,93.37,0.006,14.6,90
2023-09-02T06:00:00,11.1,93.49,0.016,16.4,90
2023-09-02T07:00:00,12,87.81,0.351,16.4,50.6
2023-09-02T08:00:00,11.1,99.9,0,16.5,99.9
2023-09-02T09:00:00,12.1,99.88,2.617,16.4,99.9
2023-09-02T10:00:00,13.1,93.62,0.019,16.4,89.7
2023-09-02T11:00:00,14,87.82,0,14.7,99.9
2023-09-02T12:00:00,15,82.45,0.018,18.1,89.6
2023-09-02T13:00:00,16,77.51,0.033,18.2,89.6
2023-09-02T14:00:00,15,87.97,1.948,18.2,89.6
2023-09-02T15:00:00,15,93.67,3.017,22.1,89.6
2023-09-02T16:00:00,16,93.6,0,12.9,89.4
2023-09-02T17:00:00,16,87.74,0,18.4,89.2
2023-09-02T18:00:00,16,87.72,0.707,18.2,89.4
2023-09-02T19:00:00,15,93.47,0,14.8,88.9
2023-09-02T20:00:00,15,87.88,0.003,14.7,50.1
2023-09-02T21:00:00,15,87.97,0.073,14.6,89.1
2023-09-02T22:00:00,14,93.55,0,13,49.3
2023-09-02T23:00:00,14,93.76,0,14.6,28.5
2023-09-03T00:00:00,13,93.71,0.016,12.8,0
2023-09-03T01:00:00,13,93.72,0,12.8,26
2023-09-03T02:00:00,12,99.93,0,14.5,29.1
2023-09-03T03:00:00,12,99.95,0.009,12.8,28.7
2023-09-03T04:00:00,11.1,99.98,0,12.8,28.9
2023-09-03T05:00:00,11.1,99.97,0,3.7,89.6
2023-09-03T06:00:00,11.1,99.98,0.008,3.7,50
2023-09-03T07:00:00,11.1,99.95,0,5.5,100
2023-09-03T08:00:00,11.1,99.93,0,7.5,89.2
2023-09-03T09:00:00,12.1,99.85,0,9.3,89.2
2023-09-03T10:00:00,13.1,99.78,0,9.3,89.4
2023-09-03T11:00:00,15,87.91,0.006,11.2,50.3
2023-09-03T12:00:00,17,82.46,0,11.2,49.8
2023-09-03T13:00:00,16.1,82.2,0.966,9.5,89.1
2023-09-03T14:00:00,17,82.07,0.011,14.8,89.2
2023-09-03T15:00:00,16.1,87.21,0,11.2,88.4
2023-09-03T16:00:00,18,72.3,0.29,18.1,49.3
2023-09-03T17:00:00,18,59.61,0,16.3,28.8
2023-09-03T18:00:00,18,55.94,0,9.3,24.6
2023-09-03T19:00:00,17,67.97,0,7.5,40.8
2023-09-03T20:00:00,17,77.5,0,0.1,25
2023-09-03T21:00:00,13.1,99.79,0,5.4,29
2023-09-03T22:00:00,13,87.86,0,7.5,28.5
2023-09-03T23:00:00,13,87.73,0,7.6,44.3
2023-09-04T00:00:00,12.1,93.47,0,5.6,28.6
2023-09-04T01:00:00,12.1,99.62,0,5.5,23.2
2023-09-04T02:00:00,12,99.82,0,7.5,6.8
2023-09-04T03:00:00,11,99.92,0,5.4,28.7
2023-09-04T04:00:00,10.1,99.88,0,1.9,90
2023-09-04T05:00:00,10.1,99.84,0,0.2,29.2
2023-09-04T06:00:00,10.1,99.9,0,12.8,69.6
2023-09-04T07:00:00,11.1,93.6,0,11,90
2023-09-04T08:00:00,12,93.61,0,11,45.9
2023-09-04T09:00:00,14,93.61,0,14.5,28.7
2023-09-04T10:00:00,15.1,87.76,0,12.8,29.4
2023-09-04T11:00:00,16.1,82.37,0,14.6,29.4
2023-09-04T12:00:00,17.1,82.35,0,16.6,29.7
2023-09-04T13:00:00,19,72.89,0,14.8,88.7
2023-09-04T14:00:00,19,72.88,0.006,7.8,88.6
2023-09-04T15:00:00,20,68.44,0,13.2,29.3
2023-09-04T16:00:00,20,68.51,0,20.5,50.1
2023-09-04T17:00:00,20,72.94,0,11.4,49.9
2023-09-04T18:00:00,19,72.86,0,22.1,89
2023-09-04T19:00:00,19,72.89,0,13,49.3
2023-09-04T20:00:00,17,82.55,0,7.6,28.7
2023-09-04T21:00:00,16,82.5,0,9.3,28.9
2023-09-04T22:00:00,15,87.89,0,11.1,49.4
2023-09-04T23:00:00,15,87.92,0,11.1,89.6
2023-09-05T00:00:00,15,93.77,0,12.8,89.2
2023-09-05T01:00:00,15,93.83,0,12.8,49.6
2023-09-05T02:00:00,15,93.86,0,11.1,50
2023-09-05T03:00:00,15,93.84,0,14.6,89.5
2023-09-05T04:00:00,15,93.81,0,16.4,89.6
2023-09-05T05:00:00,15,93.8,0,18.1,89.6
2023-09-05T06:00:00,16,88.13,0,20.3,99.9
2023-09-05T07:00:00,16,93.85,0,20.3,99.9
2023-09-05T08:00:00,16,93.81,0,22,100
2023-09-05T09:00:00,16.1,99.75,0,18.2,99.9
2023-09-05T10:00:00,17,93.74,0.001,18.3,99.9
2023-09-05T11:00:00,17,93.68,0,18.4,89.7
2023-09-05T12:00:00,19,82.81,0,20.5,89.6
2023-09-05T13:00:00,20,73.15,0.001,16.7,50.5
2023-09-05T14:00:00,21,68.79,0,27.7,29.3
2023-09-05T15:00:00,21,64.57,0,31.5,29
2023-09-05T16:00:00,22,64.77,0,33.3,28.6
2023-09-05T17:00:00,21,64.28,0,29.5,25
2023-09-05T18:00:00,19,77.61,0,31.6,88.5
2023-09-05T19:00:00,18,77.51,0,31.4,89
2023-09-05T20:00:00,17,82.56,0,24,100
2023-09-05T21:00:00,17,88.01,0,20.4,89.4
2023-09-05T22:00:00,17,93.71,0,20.5,99.4
2023-09-05T23:00:00,16,82.41,0,16.5,89.6
2023-09-06T00:00:00,15,77.08,0,14.8,70.2
2023-09-06T01:00:00,14,67.41,0,16.4,23.2
2023-09-06T02:00:00,14,72.04,0,12.9,29.2
2023-09-06T03:00:00,14,71.98,0,14.7,28.9
2023-09-06T04:00:00,14,72,0,13,29.8
2023-09-06T05:00:00,14,71.96,0,16.5,30
2023-09-06T06:00:00,15,67.58,0,18.2,29.4
2023-09-06T07:00:00,14,67.45,0,18.2,28.6
2023-09-06T08:00:00,14,71.96,0,18.2,49.3
2023-09-06T09:00:00,14,71.83,0,20.3,88.3
2023-09-06T10:00:00,15,63.03,0,20.4,49.7
2023-09-06T11:00:00,15,62.93,0,20.4,50
2023-09-06T12:00:00,15,58.88,0,20.4,50
2023-09-06T13:00:00,16,59.08,0,23.8,88.4
2023-09-06T14:00:00,16,63.12,0,23.9,49.3
2023-09-06T15:00:00,17,59.35,0,20.4,28.6
2023-09-06T16:00:00,17,59.33,0,23.9,28.6
