datetime,temp,humidity,precip,windspeed,cloudcover
2023-10-01T00:00:00,13,93.31,0.003,16.8,89.2
2023-10-01T01:00:00,12.1,93.29,2.9,15,89.4
2023-10-01T02:00:00,12.1,93.22,0,15,28.9
2023-10-01T03:00:00,13,82.01,0,18.4,88.7
2023-10-01T04:00:00,12,81.95,0.003,18.4,28.6
2023-10-01T05:00:00,12,81.94,0,16.6,28.5
2023-10-01T06:00:00,11.1,93.31,0,13.1,7.4
2023-10-01T07:00:00,11.1,93.34,0,20.5,28.5
2023-10-01T08:00:00,11.1,93.32,0,14.9,49.3
2023-10-01T09:00:00,11.1,93.27,0,16.6,49.3
2023-10-01T10:00:00,13,82.04,0,14.9,28.5
2023-10-01T11:00:00,14,82.09,0,16.7,88.8
2023-10-01T12:00:00,15,76.87,0,29.3,89
2023-10-01T13:00:00,15,67.46,0,36.7,88.7
2023-10-01T14:00:00,15,67.39,0,35,50
2023-10-01T15:00:00,14.1,71.69,0,33.4,50.2
2023-10-01T16:00:00,15,63.06,0,38.6,88.5
2023-10-01T17:00:00,14,67.16,0,35,49.5
2023-10-01T18:00:00,13,71.65,0,27.6,89
2023-10-01T19:00:00,13,67.14,0,24,49.5
2023-10-01T20:00:00,13,67.16,0,22.2,88.7
2023-10-01T21:00:00,13,67.16,0,25.7,88.9
2023-10-01T22:00:00,12,67.04,0,23.8,88.3
2023-10-01T23:00:00,12,71.69,0,20.3,88.2
2023-10-02T00:00:00,12,66.98,0,18.1,88.2
2023-10-02T01:00:00,12,67.01,0,18.1,88.2
2023-10-02T02:00:00,12,67.1,0,12.8,88.3
2023-10-02T03:00:00,12,71.77,0,14.6,88.3
2023-10-02T04:00:00,12,67.12,0,14.6,49.6
2023-10-02T05:00:00,11.9,71.77,0,12.9,28.6
2023-10-02T06:00:00,9,87.24,0,7.5,28.5
2023-10-02T07:00:00,8.1,93.21,0,1.9,29.2
2023-10-02T08:00:00,7.1,93.42,0,5.4,89
2023-10-02T09:00:00,8.1,93.16,0,5.5,50.4
2023-10-02T10:00:00,11.1,87.29,0,5.6,28.9
2023-10-02T11:00:00,13,82.12,0,9.4,50.5
2023-10-02T12:00:00,14,76.9,0,13,50.6
2023-10-02T13:00:00,15,77,0,14.7,50.5
2023-10-02T14:00:00,15,72.14,0,13,50.4
2023-10-02T15:00:00,15,76.8,0,13,89.3
2023-10-02T16:00:00,16,72.16,0,16.5,49.9
2023-10-02T17:00:00,15,67.39,0,16.5,50
2023-10-02T18:00:00,15,67.58,0,14.5,29.8
2023-10-02T19:00:00,14,72.01,0,9.3,73.3
2023-10-02T20:00:00,13,76.88,0,11.1,29.9
2023-10-02T21:00:00,13,82.23,0.01,11.2,89.6
2023-10-02T22:00:00,12.1,93.67,0.532,13,99.9
2023-10-02T23:00:00,13,93.7,0,18.2,89.7
2023-10-03T00:00:00,13.1,93.66,0.002,14.7,89.7
2023-10-03T01:00:00,14,93.77,0.106,12.9,89.7
2023-10-03T02:00:00,14,93.76,0,16.5,89.7
2023-10-03T03:00:00,14,93.79,0.019,14.6,89.7
2023-10-03T04:00:00,14,93.8,0.017,12.9,29.9
2023-10-03T05:00:00,14,93.77,0,12.9,50.6
2023-10-03T06:00:00,14,93.66,0.193,13.1,89.4
2023-10-03T07:00:00,13.1,99.71,0.004,16.6,50.5
2023-10-03T08:00:00,13.1,99.69,0,14.9,50.5
2023-10-03T09:00:00,13.1,99.67,0.097,14.8,29.4
2023-10-03T10:00:00,14,93.44,0,18.4,88.8
2023-10-03T11:00:00,14,87.64,0,16.6,89.6
2023-10-03T12:00:00,14,87.6,0,18.4,50.6
2023-10-03T13:00:00,15,82.28,0,20.4,29.8
2023-10-03T14:00:00,15,77.21,0,20.4,50.4
2023-10-03T15:00:00,15,72.41,0.004,14.6,50.6
2023-10-03T16:00:00,14,82.34,0.002,9.3,1.7
2023-10-03T17:00:00,14,87.88,0.012,7.5,1.8
2023-10-03T18:00:00,13,87.85,0.901,7.6,1.7
2023-10-03T19:00:00,11,93.67,0.106,12.8,99.9
2023-10-03T20:00:00,11,100,0,14.8,100
2023-10-03T21:00:00,10.2,99.67,7.265,29.6,88.4
2023-10-03T22:00:00,11.1,99.95,5.889,18.2,89.6
2023-10-03T23:00:00,13.1,99.91,0.017,13,89.6
2023-10-04T00:00:00,16,93.81,0.019,27.7,99.9
2023-10-04T01:00:00,16,93.85,3.926,27.6,99.9
2023-10-04T02:00:00,16,93.8,0.013,18.6,99.9
2023-10-04T03:00:00,16,88.01,0.01,26,99.9
2023-10-04T04:00:00,12,93.51,0.391,33.1,99.9
2023-10-04T05:00:00,11,93.49,0,18.3,99.9
2023-10-04T06:00:00,11,93.5,0.001,23.9,99.9
2023-10-04T07:00:00,11,87.63,0.872,22.3,89.6
2023-10-04T08:00:00,10,87.3,0,29.3,89.6
2023-10-04T09:00:00,10,81.67,0.003,27.4,89
2023-10-04T10:00:00,11,76.53,0.391,25.6,99.4
2023-10-04T11:00:00,12,71.86,0,25.5,50.6
2023-10-04T12:00:00,11,87.48,0.094,18.2,89.6
2023-10-04T13:00:00,11.1,93.21,0.979,13.2,89.6
2023-10-04T14:00:00,11.1,93.05,0,13.2,89.4
2023-10-04T15:00:00,13.1,87.3,0.024,14.9,88.9
2023-10-04T16:00:00,12.1,87.13,0.002,16.8,88.5
2023-10-04T17:00:00,13,82,0,9.4,88
2023-10-04T18:00:00,13,81.93,0.001,13,89
2023-10-04T19:00:00,12,87.38,0.097,14.9,50.5
2023-10-04T20:00:00,11.1,93.24,0,14.8,50.1
2023-10-04T21:00:00,11,87.33,0.091,16.4,50.4
2023-10-04T22:00:00,11.1,93.28,0.967,14.9,50.4
2023-10-04T23:00:00,10.1,93.16,0.002,14.9,50.5
2023-10-05T00:00:00,10.1,93.2,0.064,13.1,89.3
2023-10-05T01:00:00,10.1,99.58,0.386,9.6,89.3
2023-10-05T02:00:00,10.1,93.21,0.001,14.8,88.3
2023-10-05T03:00:00,10,87.27,0.001,13.1,49.4
2023-10-05T04:00:00,9.1,93.11,0,13,28.5
2023-10-05T05:00:00,9.1,93.13,0,9.6,49.6
2023-10-05T06:00:00,9.1,93.23,0.966,13.1,49.3
2023-10-05T07:00:00,9.1,93.23,0,13,28.6
2023-10-05T08:00:00,9.1,99.65,0,16.5,49.7
2023-10-05T09:00:00,10.1,93.33,0,14.7,49.9
2023-10-05T10:00:00,11,93.32,0,11.1,50.4
2023-10-05T11:00:00,11,93.53,0,9.2,50.4
2023-10-05T12:00:00,12,93.43,0.002,7.6,50.5
2023-10-05T13:00:00,12,93.38,0.004,0.3,50.6
2023-10-05T14:00:00,12,87.57,0,5.4,89.6
2023-10-05T15:00:00,10.9,92.43,1.515,1.5,88.4
2023-10-05T16:00:00,10,93.22,3.864,9.5,99.7
2023-10-05T17:00:00,10,93.24,0.021,7.8,100
2023-10-05T18:00:00,11,76.59,0.06,9.7,89.6
2023-10-05T19:00:00,11,76.61,0,11.5,89.6
2023-10-05T20:00:00,11,76.56,0.592,22.4,89.6
2023-10-05T21:00:00,10,76.16,0.001,24.4,89.6
2023-10-05T22:00:00,8.9,66.63,1,24.2,99.6
2023-10-05T23:00:00,8,65.9,0.001,20.8,89.4
2023-10-06T00:00:00,8,53.01,0,25.9,50
2023-10-06T01:00:00,8,53.46,0,18.5,49.6
2023-10-06T02:00:00,7,61.27,0,18.4,49.5
2023-10-06T03:00:00,7,65.67,0,16.6,49.3
2023-10-06T04:00:00,7,65.8,0,11.3,49.3
2023-10-06T05:00:00,7,65.83,0,11.2,28.5
2023-10-06T06:00:00,7,57.19,0,12.8,28.5
2023-10-06T07:00:00,7,61.38,0,12.8,28.6
2023-10-06T08:00:00,7,61.45,0,11.1,28.6
2023-10-06T09:00:00,8,57.4,0,11.1,49.6
2023-10-06T10:00:00,9,66.15,0,7.6,49.6
2023-10-06T11:00:00,10,53.87,0,16.4,49.5
2023-10-06T12:00:00,10,57.74,0,14.6,49.3
2023-10-06T13:00:00,11,57.9,0,11.1,88.4
2023-10-06T14:00:00,12,58.06,0,18.3,50.3
2023-10-06T15:00:00,11,57.8,0,16.4,49.7
2023-10-06T16:00:00,11,57.81,0,18.2,50
2023-10-06T17:00:00,11,57.9,0,14.7,29
2023-10-06T18:00:00,10,61.93,0,16.5,74.3
2023-10-06T19:00:00,9,70.96,0,16.5,95.2
2023-10-06T20:00:00,9,71.03,0.005,20.5,100
2023-10-06T21:00:00,8,87.33,0.703,22.2,99.9
2023-10-06T22:00:00,8,87.4,0.018,31.4,89.7
2023-10-06T23:00:00,7.1,93.42,0.014,33.2,100
2023-10-07T00:00:00,8.1,93.5,1.06,33.1,99.9
2023-10-07T01:00:00,9.1,93.58,0.018,23.9,99.9
2023-10-07T02:00:00,10.1,99.75,3.955,21.1,89.7
2023-10-07T03:00:00,13,93.49,0.064,29.6,89.6
2023-10-07T04:00:00,13,87.83,0.009,27.5,89.6
2023-10-07T05:00:00,11.1,99.83,3.912,22.5,89.6
2023-10-07T06:00:00,13,93.51,0.075,24.3,89.6
2023-10-07T07:00:00,12,82,0.005,35.3,99.9
2023-10-07T08:00:00,11,87.47,0.889,24.4,89.6
2023-10-07T09:00:00,11,93.42,0.019,28.1,89.7
2023-10-07T10:00:00,10,87.35,0,40.6,89.6
2023-10-07T11:00:00,8,81.38,0.971,40.6,99.9
2023-10-07T12:00:00,7.1,81.17,0.003,38.8,89.6
2023-10-07T13:00:00,7.1,75.72,0,40.5,89.7
2023-10-07T14:00:00,8,75.88,0.001,40.6,99.9
2023-10-07T15:00:00,8.1,70.75,0.002,37.1,99.9
2023-10-07T16:00:00,8,65.93,0,46.3,99.8
2023-10-07T17:00:00,8,65.9,0,46.4,99.8
2023-10-07T18:00:00,8,61.34,0.001,46.3,89.4
2023-10-07T19:00:00,8,61.3,0,46.3,99.7
2023-10-07T20:00:00,7,61.16,0.001,48,99.7
2023-10-07T21:00:00,7,56.94,0.001,48.1,89.1
2023-10-07T22:00:00,6,60.72,0,37.1,88.6
2023-10-07T23:00:00,6,60.78,0,40.6,89.2
2023-10-08T00:00:00,6,56.53,0,40.6,49.6
2023-10-08T01:00:00,5,65,0,38.7,88.4
2023-10-08T02:00:00,5,60.5,0,36.9,49.7
2023-10-08T03:00:00,5,60.45,0,35.3,28.9
2023-10-08T04:00:00,5,60.49,0,38.8,49.9
2023-10-08T05:00:00,5,60.44,0,35.2,49.3
2023-10-08T06:00:00,5,60.5,0,38.7,88.4
2023-10-08T07:00:00,5,60.51,0,37,88.5
2023-10-08T08:00:00,5,65.18,0,35.3,89.2
2023-10-08T09:00:00,5,65.22,0,29.7,89.3
2023-10-08T10:00:00,5,70.09,0,35.3,99.9
2023-10-08T11:00:00,4,75.13,0.004,35.3,99.8
2023-10-08T12:00:00,6,65.64,0,31.7,89.6
2023-10-08T13:00:00,6,61.04,0,37.1,99.9
2023-10-08T14:00:00,6,60.98,0.008,33.5,89.5
2023-10-08T15:00:00,7,57,0,31.8,89.4
2023-10-08T16:00:00,7,56.99,0,29.7,89.5
