datetime,temp,humidity,precip,windspeed,cloudcover
2023-06-01T00:00:00,12,58.36,0,20.4,0
2023-06-01T01:00:00,11,62.48,0,16.6,0
2023-06-01T02:00:00,11,54.44,0,20.5,0
2023-06-01T03:00:00,10,62.21,0,23.9,0
2023-06-01T04:00:00,9,76.13,0,23.8,0
2023-06-01T05:00:00,9,71.12,0,23.9,0
2023-06-01T06:00:00,9,66.22,0,23.9,0
2023-06-01T07:00:00,10,53.93,0,22.1,43.1
2023-06-01T08:00:00,10,53.82,0,23.9,68.4
2023-06-01T09:00:00,10,53.72,0,27.4,87.5
2023-06-01T10:00:00,10,49.97,0,24,29.8
2023-06-01T11:00:00,11,46.87,0,31.4,50.3
2023-06-01T12:00:00,11,50.18,0,33.1,50.6
2023-06-01T13:00:00,11,46.79,0,31.5,29.2
2023-06-01T14:00:00,11,46.6,0,37.1,50
2023-06-01T15:00:00,11,50.07,0,31.6,28.9
2023-06-01T16:00:00,11,43.35,0,37.1,28.9
2023-06-01T17:00:00,11,46.63,0,29.5,28.9
2023-06-01T18:00:00,11,40.49,0,33.2,50
2023-06-01T19:00:00,10,37.43,0,22.4,26.8
2023-06-01T20:00:00,9,49.56,0,25.7,23.7
2023-06-01T21:00:00,9,49.54,0,14.7,28.5
2023-06-01T22:00:00,8,49.38,0,3.8,20.7
2023-06-01T23:00:00,6,69.88,0,3.7,0
2023-06-02T00:00:00,7,53.1,0,9.3,6.9
2023-06-02T01:00:00,7.9,46.34,0,14.7,0
2023-06-02T02:00:00,7.9,53.46,0,20.2,0
2023-06-02T03:00:00,7.9,49.83,0,20.3,0
2023-06-02T04:00:00,7.9,53.62,0,14.7,0
2023-06-02T05:00:00,7,61.27,0,16.3,19.8
2023-06-02T06:00:00,7,61.35,0,11.1,35.7
2023-06-02T07:00:00,8,57.31,0,18.1,12.4
2023-06-02T08:00:00,8,57.21,0,20.3,28.5
2023-06-02T09:00:00,8,61.23,0,27.5,88.4
2023-06-02T10:00:00,8,61.21,0,25.7,89.3
2023-06-02T11:00:00,8.1,57.02,0,24,89.4
2023-06-02T12:00:00,8.1,70.36,0,20.5,89
2023-06-02T13:00:00,8.1,70.35,0,23.9,89.3
2023-06-02T14:00:00,9,57.55,0.002,25.7,50.4
2023-06-02T15:00:00,9,57.5,0,20.3,50.5
2023-06-02T16:00:00,9,61.72,0.001,18.2,89.6
2023-06-02T17:00:00,10,61.91,0,16.5,50.6
2023-06-02T18:00:00,9,61.69,0,16.4,50.5
2023-06-02T19:00:00,8.1,75.59,0.099,20.4,89.6
2023-06-02T20:00:00,9,66.04,0,14.7,89.2
2023-06-02T21:00:00,8,75.7,0,12.9,50.6
2023-06-02T22:00:00,8,70.67,0,16.4,99.9
2023-06-02T23:00:00,7.1,80.94,0,13,99.6
2023-06-03T00:00:00,8,70.81,0,9.4,89.6
2023-06-03T01:00:00,8,66.03,0,9.4,89.7
2023-06-03T02:00:00,8,66,0,9.4,50.7
2023-06-03T03:00:00,8,61.57,0,12.9,29.3
2023-06-03T04:00:00,8,66.17,0,14.7,29.2
2023-06-03T05:00:00,8,66.16,0,16.4,92.5
2023-06-03T06:00:00,8,66.04,0,12.9,92.9
2023-06-03T07:00:00,8,65.95,0,13,82.7
2023-06-03T08:00:00,8,65.98,0,18.1,84.9
2023-06-03T09:00:00,8.1,61.25,0,20.3,69.1
2023-06-03T10:00:00,9,57.24,0,16.6,48.2
2023-06-03T11:00:00,10,53.58,0,16.5,39
2023-06-03T12:00:00,11,43.56,0,20.5,66.3
2023-06-03T13:00:00,12,47.11,0,25.7,87.5
2023-06-03T14:00:00,12,57.93,0,24,90.2
2023-06-03T15:00:00,14,41.4,0,27.5,29.5
2023-06-03T16:00:00,12,47.08,0,33.1,67.8
2023-06-03T17:00:00,13,41.12,0,33.1,52.1
2023-06-03T18:00:00,13,47.38,0,31.4,35.6
2023-06-03T19:00:00,12,54.16,0,33.2,17.1
2023-06-03T20:00:00,11,61.96,0,27.5,41.3
2023-06-03T21:00:00,11,62.13,0,22.2,73.3
2023-06-03T22:00:00,10,71.1,0,20.4,74.3
2023-06-03T23:00:00,10,81.47,0,23.9,29.7
2023-06-04T00:00:00,10,81.61,0.199,23.9,50.6
2023-06-04T01:00:00,9,87.16,0.002,22.1,100
2023-06-04T02:00:00,9,87.37,0.005,16.5,89.7
2023-06-04T03:00:00,9,87.48,0.984,16.4,99.9
2023-06-04T04:00:00,9,93.5,0.005,12.8,99.9
