datetime,temp,humidity,precip,windspeed,cloudcover
2023-07-01T00:00:00,19,68.8,0,11,0
2023-07-01T01:00:00,19,88.42,0,11,0
2023-07-01T02:00:00,18,88.35,0,7.5,28.6
2023-07-01T03:00:00,18,94.01,0,7.5,49.3
2023-07-01T04:00:00,17,99.97,0,7.5,50.1
2023-07-01T05:00:00,18,94.02,0,11,99.5
2023-07-01T06:00:00,17,99.98,0.032,11,89.6
2023-07-01T07:00:00,18,93.98,0.014,11.1,99.9
2023-07-01T08:00:00,19,88.34,0.125,11.1,50.6
2023-07-01T09:00:00,19,88.29,0,14.7,89.6
2023-07-01T10:00:00,19,88.25,0,16.7,89.6
2023-07-01T11:00:00,19,82.87,0.966,29.3,89.6
2023-07-01T12:00:00,18,82.49,0.012,33.1,89.5
2023-07-01T13:00:00,19,72.66,0,38.5,89.4
2023-07-01T14:00:00,19,68.12,0,33.3,89.1
2023-07-01T15:00:00,22,49.94,0,35,88.7
2023-07-01T16:00:00,21,49.73,0,40.3,88.9
2023-07-01T17:00:00,21,53.06,0,33.2,49.7
2023-07-01T18:00:00,21,60.4,0,40.3,28.9
2023-07-01T19:00:00,20,60.22,0,35.1,49.6
2023-07-01T20:00:00,19,63.96,0,36.8,49.7
2023-07-01T21:00:00,19,64.02,0,35,50.2
2023-07-01T22:00:00,19,64.06,0,31.5,89.2
2023-07-01T23:00:00,18,68.18,0,22.3,50.3
2023-07-02T00:00:00,17,77.34,0,20.5,28.9
2023-07-02T01:00:00,16,82.38,0,18.4,48.2
2023-07-02T02:00:00,16,82.49,0.005,18.4,54.7
2023-07-02T03:00:00,15.1,87.83,0,22.2,73
2023-07-02T04:00:00,15,87.88,0,18.3,56.9
2023-07-02T05:00:00,15.1,87.86,0.001,16.6,90
2023-07-02T06:00:00,15,87.89,0,16.4,90
2023-07-02T07:00:00,16,82.55,0,20.2,90
2023-07-02T08:00:00,17,82.61,0.001,16.3,29.8
2023-07-02T09:00:00,18,77.66,0.003,16.4,89.6
2023-07-02T10:00:00,16.1,93.62,0.483,12.9,89.6
2023-07-02T11:00:00,17,93.78,0.01,14.7,89.7
2023-07-02T12:00:00,17,88.17,0.027,20.3,89.6
2023-07-02T13:00:00,17,88.16,0.045,20.3,89.6
2023-07-02T14:00:00,17,88.18,0.293,16.4,99.9
2023-07-02T15:00:00,17.1,93.81,0.153,14.6,89.6
2023-07-02T16:00:00,18,93.88,12.302,11.2,89.5
2023-07-02T17:00:00,17,88.11,0.018,3.8,89.6
2023-07-02T18:00:00,18,88.2,0.022,14.6,89.3
2023-07-02T19:00:00,19,83,2.939,14.6,89.6
2023-07-02T20:00:00,18,88.22,0.032,11.1,50.6
2023-07-02T21:00:00,16,93.68,0.008,16.4,50.4
2023-07-02T22:00:00,15.1,93.69,6.762,14.6,88.8
2023-07-02T23:00:00,15,87.93,0,7.7,88.7
2023-07-03T00:00:00,15,93.64,0,11.1,89.1
2023-07-03T01:00:00,15,87.88,0.394,16.6,50.6
2023-07-03T02:00:00,14,87.82,0.001,20.3,29.9
2023-07-03T03:00:00,13,87.75,0,20.3,92.5
2023-07-03T04:00:00,13,87.83,0.02,20.3,29.2
2023-07-03T05:00:00,13,87.58,0.015,20.6,89.2
2023-07-03T06:00:00,13.1,93.48,0.29,18.5,50.5
2023-07-03T07:00:00,13.1,93.41,0.057,20.7,50.6
2023-07-03T08:00:00,15,82.54,0.063,27.4,50.1
2023-07-03T09:00:00,15,87.75,0.892,25.9,89.6
2023-07-03T10:00:00,14.1,93.33,0.019,20.8,89.5
2023-07-03T11:00:00,16,87.57,4.932,26.1,50.5
2023-07-03T12:00:00,17,77.24,2.803,31.6,89.4
2023-07-03T13:00:00,14.1,87.19,0.029,29.6,89.3
2023-07-03T14:00:00,16,81.86,0.002,26.2,89.1
2023-07-03T15:00:00,17,72.08,2.898,26.2,49.7
2023-07-03T16:00:00,18,59.69,0,35.3,49.8
2023-07-03T17:00:00,16.1,67.47,0.008,33.5,89
2023-07-03T18:00:00,17,63.5,0.291,24.2,89.2
2023-07-03T19:00:00,15,76.95,0.147,17,89.2
2023-07-03T20:00:00,12.1,93.02,4.54,31.5,99.2
2023-07-03T21:00:00,13.1,87.43,0.009,18.4,50.6
2023-07-03T22:00:00,13.1,87.55,0.008,22.2,50.6
2023-07-03T23:00:00,13.1,87.41,0.098,25.8,89.6
2023-07-04T00:00:00,13.1,87.52,0,24.1,89.3
2023-07-04T01:00:00,13.1,87.5,0,24,29.5
2023-07-04T02:00:00,14,87.67,0.417,27.8,88.8
2023-07-04T03:00:00,13.1,93.24,0.005,24,29.5
2023-07-04T04:00:00,13.1,87.54,0,20.3,29.2
2023-07-04T05:00:00,13.1,87.62,0,20.3,49.6
2023-07-04T06:00:00,13.1,87.46,0.097,24,49.7
2023-07-04T07:00:00,13,93.65,0,24.1,89.6
2023-07-04T08:00:00,14.1,87.39,5.7,14.9,88.7
2023-07-04T09:00:00,13.1,81.65,0,26,50.2
2023-07-04T10:00:00,15.1,76.65,0,25.9,50.1
2023-07-04T11:00:00,17,67.61,0,38.6,50.3
2023-07-04T12:00:00,18,52.17,0,38.6,49.9
2023-07-04T13:00:00,18,52.01,0,36.9,89
2023-07-04T14:00:00,18,59.34,0,24.3,50.3
2023-07-04T15:00:00,18,49.09,0,33.1,50.6
2023-07-04T16:00:00,16.9,52.4,0.012,27.3,89.6
2023-07-04T17:00:00,14,72.21,0,23.7,50.6
2023-07-04T18:00:00,15,77.02,0,22.1,50.5
2023-07-04T19:00:00,16,67.82,0.008,25.6,89.2
2023-07-04T20:00:00,15,72.43,0.321,25.6,89.6
2023-07-04T21:00:00,15,77.23,0,16.5,89.5
2023-07-04T22:00:00,13.1,93.4,0.01,16.5,49.9
2023-07-04T23:00:00,13,87.59,0.676,20.3,88.7
2023-07-05T00:00:00,13,87.63,0,18.2,49.3
2023-07-05T01:00:00,12.1,93.5,0,14.7,49.3
2023-07-05T02:00:00,12,93.52,0,18.2,18.4
2023-07-05T03:00:00,12,93.56,0,20.3,39
2023-07-05T04:00:00,12,93.57,0,18.2,52.1
2023-07-05T05:00:00,12,93.55,0,16.4,39.3
2023-07-05T06:00:00,13,87.76,0,20.3,60.8
2023-07-05T07:00:00,14,87.76,0,20.3,89.4
